age,gender,marital_status,salary,employment_type,region,has_dependents,tenure_years,enrolled
-0.4885558900941054,2,2,0.20542374160427,1,2,1,-0.8902332871961991,1
0.3254325972336274,1,1,-1.4308975559806074,2,1,0,-0.4024651727945812,0
0.5696291434319473,0,2,1.2931131579343151,1,3,1,0.8297911162200324,1
-0.081561646430239,0,2,-0.6101017506686176,0,1,1,-0.9159052932173368,0
0.1626348997680808,0,0,-1.4835504290953496,1,2,1,-0.2227611306466167,1
0.8952245383630404,0,1,1.7916144112465828,1,3,1,0.4447110259029657,1
-0.3257581926285589,1,0,-0.8711688681234195,1,2,0,0.0853029416070366,0
-1.6281397723529314,1,2,-1.3194517107838892,2,1,1,-0.2484331366677545,0
1.38361763075968,0,3,-0.2700435968439039,1,0,0,0.0339589295647609,1
-0.651353587559652,0,0,-0.3917211533939656,2,2,0,2.6011595316785394,0
-0.3257581926285589,1,1,2.1680588330971378,2,3,1,0.1879909656915878,1
0.4068314459664006,1,1,0.2596245388283982,1,2,0,0.2393349777338634,1
-0.1629604951630123,0,2,-0.9599359498750808,1,0,0,-0.2484331366677545,0
-0.4885558900941054,1,2,-1.3480534617626554,1,2,0,-0.8645612811750614,0
0.2440337485008541,0,1,-0.8106041595283624,1,0,0,-0.8645612811750614,0
-0.8141512850251985,1,0,0.3983922497013156,1,3,0,-0.2227611306466167,1
1.2208199332941334,0,0,-0.7552541459199921,1,2,0,-0.5821692149425457,0
0.7324268408974938,1,2,-1.1697446661076225,1,3,0,1.343231236642788,0
-1.7095386210857046,1,1,0.8465759180032626,1,0,1,-0.1714171186043412,1
1.38361763075968,0,3,-0.6718243869091379,1,0,0,2.370111477488299,0
0.4882302946991739,1,1,-0.1488223763624538,1,1,1,-0.1970891246254789,1
-0.651353587559652,0,2,0.2144526288120077,1,0,1,3.1659436641435708,1
-1.3839432261546116,1,2,0.1040997118500997,2,2,1,2.0877194112557835,0
1.2208199332941334,1,2,-1.5122124888056498,1,3,0,0.5473990499875167,0
0.9766233870958136,1,0,1.1282431579562302,0,2,0,0.2906789897761388,0
-0.651353587559652,1,1,-0.0351176341212585,1,3,1,1.6512953088964415,1
0.8952245383630404,0,1,0.5386140711012334,1,1,1,-0.3511211607523056,1
1.7092130256907732,0,2,0.6294738658371432,0,1,1,0.5473990499875167,1
-1.3839432261546116,0,1,-0.8168796180930403,2,1,1,0.2650069837550011,0
-1.3025443774218382,1,2,-1.019865406497974,1,1,1,0.8811351282623081,0
1.3022187820269069,0,1,-0.7246742685468931,1,2,0,-0.1457451125832034,0
1.627814176958,0,1,1.008838570488004,1,1,0,0.7784471041777569,1
-1.546740923620158,1,2,-0.1619978239117002,2,1,0,-0.6848572390270969,0
-1.0583478312235184,0,2,0.6342858325165825,2,3,1,-0.5051531968791324,0
-1.0583478312235184,0,2,-0.6521355963541605,1,3,1,-0.7875452631116481,0
-1.7095386210857046,1,3,0.8140045122954891,1,1,1,1.1891992005159613,1
-1.546740923620158,0,1,-0.3921071292757868,1,1,1,2.0107033931923706,0
-1.3839432261546116,0,1,0.0844296840115991,2,0,1,0.5473990499875167,0
0.813825689630267,1,1,-1.1195041422542622,1,2,0,-0.5821692149425457,0
1.5464153282252266,1,2,-0.2794564496424122,1,1,1,-0.2227611306466167,1
1.2208199332941334,1,1,0.1405248455029302,1,2,1,3.98744785681998,1
0.0812360510353075,1,1,-0.4818465217991885,1,3,0,-0.6078412209636835,0
0.5696291434319473,0,2,-0.0502444041841561,1,1,0,-0.4024651727945812,1
0.7324268408974938,1,2,-1.278368732765541,2,2,1,-0.1970891246254789,0
0.9766233870958136,0,2,0.5539157364855808,1,0,1,1.009495158367997,1
-0.4885558900941054,1,1,0.6912655220704191,1,3,1,-0.8388892751539235,1
0.7324268408974938,2,1,0.9375107636050816,1,2,1,0.8297911162200324,1
0.8952245383630404,1,2,-1.3424816050658803,2,2,1,-0.8132172691327858,0
-1.3025443774218382,1,0,-0.123035702952317,2,1,1,0.9068071342834456,0
-0.2443593438957856,1,2,-1.1836478390173863,1,2,0,-0.6848572390270969,0
1.38361763075968,1,2,1.036920996278556,2,1,0,1.5999512968541658,0
0.813825689630267,0,2,-0.3722106086455238,1,2,0,-0.1714171186043412,0
-0.3257581926285589,0,2,0.2982375392418991,1,1,0,-0.3254491547311678,1
1.627814176958,1,0,-1.0296521734319966,1,0,1,1.4202472547062015,1
1.4650164794924534,0,2,1.6406730478649094,1,3,0,-0.1457451125832034,1
-0.4885558900941054,1,1,-0.332250713227752,2,0,1,0.2136629717127255,1
0.4882302946991739,0,1,0.6647685458222088,1,1,1,-0.1970891246254789,1
-1.221145528689065,0,2,1.1388641956764802,1,0,0,-0.9159052932173368,0
-0.8141512850251985,1,1,1.369671072035317,0,1,0,0.8554631222411702,0
0.8952245383630404,0,2,0.1321647151182077,1,1,1,-0.1714171186043412,1
0.1626348997680808,0,2,0.0539416099298362,0,2,1,-0.8132172691327858,1
1.058022235828587,0,2,0.2200452585163115,2,0,0,-0.9159052932173368,0
-1.0583478312235184,1,2,1.3226892299758732,2,0,1,0.8297911162200324,0
-0.9769489824907452,0,0,-1.2431457531612993,1,0,1,-0.3767931667734435,1
1.4650164794924534,1,1,0.0540186710867976,1,3,1,-0.8645612811750614,1
-0.9769489824907452,0,0,-0.7749543281242592,0,3,1,-0.1714171186043412,0
-1.6281397723529314,1,1,-0.4034163566325482,1,3,0,0.0596309355858989,0
0.4068314459664006,1,1,1.4455582190222502,1,1,0,-0.5821692149425457,1
-1.4653420748873849,1,0,-2.124673121225592,1,3,1,-1.0185933173018882,0
-1.0583478312235184,1,1,0.5385979887728238,1,1,0,-0.6591852330059591,0
-1.7095386210857046,0,2,1.1386758984146894,1,1,1,1.112183182452548,1
0.4068314459664006,1,3,-0.7623538238156422,2,0,1,-0.3254491547311678,0
-0.1629604951630123,0,1,-0.3206071074594825,1,0,1,-0.4538091848368568,1
0.4068314459664006,0,3,0.1876715314285686,1,0,1,-0.4024651727945812,1
0.7324268408974938,1,1,1.3222831511835398,1,0,1,-0.7618732570905102,1
0.9766233870958136,2,2,0.1348196394997624,1,2,1,0.4960550379452413,1
1.3022187820269069,0,1,-0.654478255525769,1,3,0,-0.7875452631116481,0
0.1626348997680808,1,1,0.0420225942875595,1,2,0,-0.9672493052596124,1
1.7092130256907732,1,1,0.4882040127025584,1,1,1,1.368903242663926,1
-0.7327524362924253,1,1,-0.1619482367324386,1,3,0,0.4190390198818277,1
-0.3257581926285589,2,2,-0.9301233335865046,1,3,1,0.9581511463257214,1
-0.5699547388268787,0,2,0.6526344290374585,1,2,1,-0.7618732570905102,1
-0.8955501337579719,1,1,-1.6006652950563145,1,2,1,-0.7618732570905102,1
